CMDLINE /Library/Frameworks/Python.framework/Versions/3.11/bin/python3.11 server.py
MEM 32.691406 1692430341.9949
MEM 32.691406 1692430342.0972
MEM 32.691406 1692430342.2013
MEM 32.691406 1692430342.3046
MEM 32.691406 1692430342.4079
MEM 32.691406 1692430342.5086
MEM 32.691406 1692430342.6093
MEM 32.691406 1692430342.7097
MEM 32.691406 1692430342.8117
MEM 32.691406 1692430342.9170
MEM 32.691406 1692430343.0203
MEM 32.691406 1692430343.1215
MEM 32.691406 1692430343.2229
MEM 32.691406 1692430343.3233
MEM 32.691406 1692430343.4257
MEM 32.691406 1692430343.5265
MEM 32.691406 1692430343.6269
MEM 32.691406 1692430343.7271
MEM 32.691406 1692430343.8327
MEM 32.691406 1692430343.9348
MEM 32.691406 1692430344.0352
MEM 32.691406 1692430344.1405
MEM 32.691406 1692430344.2411
MEM 32.691406 1692430344.3439
MEM 32.691406 1692430344.4443
MEM 32.691406 1692430344.5455
MEM 32.691406 1692430344.6469
MEM 32.691406 1692430344.7497
MEM 32.691406 1692430344.8508
MEM 32.691406 1692430344.9535
MEM 32.691406 1692430345.0551
MEM 32.691406 1692430345.1579
MEM 32.691406 1692430345.2586
MEM 32.691406 1692430345.3596
MEM 32.691406 1692430345.4605
MEM 32.691406 1692430345.5610
MEM 32.691406 1692430345.6650
MEM 32.691406 1692430345.7679
MEM 32.691406 1692430345.8701
MEM 32.691406 1692430345.9718
MEM 32.691406 1692430346.0732
MEM 32.691406 1692430346.1736
MEM 32.691406 1692430346.2743
MEM 32.691406 1692430346.3773
MEM 32.691406 1692430346.4817
MEM 32.691406 1692430346.5852
MEM 32.691406 1692430346.6857
MEM 32.691406 1692430346.7885
MEM 32.691406 1692430346.8896
MEM 32.691406 1692430346.9921
MEM 32.691406 1692430347.0928
MEM 32.691406 1692430347.1936
MEM 32.691406 1692430347.2960
MEM 32.691406 1692430347.3978
MEM 32.691406 1692430347.5004
MEM 32.691406 1692430347.6035
MEM 32.691406 1692430347.7055
MEM 32.691406 1692430347.8067
MEM 32.691406 1692430347.9070
MEM 32.691406 1692430348.0097
MEM 32.691406 1692430348.1103
MEM 32.691406 1692430348.2128
MEM 32.691406 1692430348.3132
MEM 32.691406 1692430348.4136
MEM 32.691406 1692430348.5187
MEM 32.691406 1692430348.6195
MEM 32.691406 1692430348.7201
MEM 32.691406 1692430348.8237
MEM 32.691406 1692430348.9245
MEM 32.691406 1692430349.0262
MEM 32.691406 1692430349.1314
MEM 32.699219 1692430349.2318
MEM 32.699219 1692430349.3320
MEM 32.699219 1692430349.4326
MEM 32.699219 1692430349.5346
MEM 32.699219 1692430349.6357
MEM 32.699219 1692430349.7380
MEM 32.699219 1692430349.8426
MEM 32.699219 1692430349.9461
MEM 32.699219 1692430350.0464
MEM 32.699219 1692430350.1467
MEM 32.699219 1692430350.2501
MEM 32.699219 1692430350.3547
MEM 32.699219 1692430350.4586
MEM 32.699219 1692430350.5597
MEM 32.699219 1692430350.6641
MEM 32.699219 1692430350.7646
MEM 32.699219 1692430350.8691
MEM 32.699219 1692430350.9728
MEM 32.699219 1692430351.0749
MEM 32.699219 1692430351.1799
MEM 32.699219 1692430351.2829
MEM 32.699219 1692430351.3836
MEM 32.699219 1692430351.4865
MEM 32.699219 1692430351.5908
MEM 32.699219 1692430351.6929
MEM 32.699219 1692430351.7936
MEM 32.699219 1692430351.8964
MEM 32.699219 1692430351.9997
MEM 32.699219 1692430352.1050
MEM 32.699219 1692430352.2085
MEM 32.699219 1692430352.3091
MEM 32.699219 1692430352.4104
MEM 32.699219 1692430352.5145
MEM 32.699219 1692430352.6175
MEM 32.699219 1692430352.7209
MEM 32.699219 1692430352.8254
MEM 32.699219 1692430352.9295
MEM 32.699219 1692430353.0300
MEM 32.699219 1692430353.1354
